Ex2a Ex2b Ex2c Ex3a Ex3b Ex3c Ex4 Ex5 Ex6
30.5344709953293 0.0732481261948124 -0.506226643982894 0 11 1 0.771448016800123 0.727619952981394 0.415923408698291
11.083052416821 0.0151355981464618 1.1229846550006 1 7 0 0.910897817192553 2.73627428943909 0
30.8226442327956 0.0378967791352543 1.31081149746741 1 7 1 0.97565504150902 2.45849892370417 0.122719178209081
35.116242731479 0.0101709903101437 0.243712847568398 1 10 0 0.752342285270404 -0.148633852963416 0.092944270465523
40.3457310216269 0.0858159353374504 0.353545611043131 0 7 1 0.653590793160952 1.41081716352615 0.972350904718041
29.2468186506536 0.399054357761002 -1.13096079785687 0 7 0 0.883510672543108 1.54031143219538 0
20.3129405456362 0.0548798561794683 0.67201549188879 1 9 1 0.870945934567484 0.301024200569138 0.0380753094796091
19.3618284865748 0.119571445905008 0.685397892982791 1 9 0 0.824364184429783 1.01691096338398 0
41.4004978160607 0.204985522399359 -0.433977565511627 1 9 0 0.854872178456958 1.09632799389642 0.68412956292741
5.22452226073947 0.118235893526244 -1.07151209118949 1 10 0 0.681343822216076 0.339604823401221 0.161091573536396
18.9725798429223 0.0817860403913073 1.78903953651342 0 9 0 0.988764898616179 1.04547355311821 0.460268291644752
12.3409537018975 0.0638142186799087 0.749973782663968 1 10 0 0.963138655413664 0.906770510321426 0.257257907884195
15.365880312887 0.0575532219954766 0.310926547189385 1 10 0 0.882883940897759 -1.51598242113519 0
8.92570732361637 0.0264420030871406 -1.54129192999623 1 11 0 0.869044209510221 -0.788706122660561 1
30.4204825846478 0.00130930548310071 0.0100186826228499 1 10 2 0.770269300525087 0.356914729706823 0
24.9710973189445 0.0623903960222378 0.799296289489602 1 10 0 0.909970883418069 0.398897655616916 0
33.5741791299311 0.129114205838208 1.21144940142202 1 11 0 0.699615771965525 0.952862776163724 0.336516433628276
12.5406265057623 0.048934248833983 0.976998930797468 0 7 0 0.950387901882337 1.29163460487602 0
2.50588654344901 0.0676232715486549 1.11920196595291 1 10 0 0.974510458496308 1.26030005533134 0.927112905075774
31.3117950556567 0.0700913090258837 1.03385356158773 0 8 0 0.943515531396334 0.741127179988433 0
20.0151413992513 0.0384134353371337 0.811645389855441 1 12 0 0.966563599304001 -0.690385999333285 0.263256081147119
27.2579510810552 0.10408685366584 0.323792504106231 1 8 0 0.968432472179433 -0.588980649341435 0.218395564239472
26.0522248049034 0.0556523963459767 -0.0897680774560131 1 9 1 0.904508208380936 2.41873946107831 0.33581661968492
23.8069265604951 0.145629567971368 0.00563736131897277 1 11 1 0.984580300660167 1.98081858330016 0.0267584635876119
36.6613409288926 0.0455754377762787 -1.92232120501178 0 9 0 0.867536355413542 1.51297063649839 0.110722103854641
1.9231244191993 0.0722362657543272 -0.473110732468797 1 9 0 0.969178268617367 -0.237995427664975 0.177681981818751
36.5779920324218 0.00493595097213984 0.00230334937781584 1 12 0 0.827934849546809 0.292540360933769 0.85913456697017
19.3909938747762 0.0068920405958149 0.488394468896107 1 9 0 0.972106401759638 0.431668133649862 0.84554824908264
20.6910408130148 0.0654716643621214 -1.04014843338781 1 3 0 0.838281823893864 1.23597602360093 0.943299098405987
27.8184089353541 0.122496881167741 0.872265062640611 1 9 1 0.839864435462693 0.704697156875982 1
20.1840736484388 0.148908613011578 -0.592770072722781 0 10 0 0.966437888285155 -0.674406676099084 0.404299332993105
5.79297516299412 0.0591115483548492 -2.75131618497734 0 10 0 0.928150183424437 0.945534201196387 0.236428197240457
22.9876623774413 0.467513091059479 0.805748037703439 1 5 0 0.961864979019604 0.534577327196327 1
12.8894968009787 0.0397602036828175 -0.276672415342525 1 12 0 0.798080345123315 0.534465744971881 1
29.4174792454811 0.297052883185707 -0.13031444081917 1 10 0 0.811574867196486 1.54750255080905 0.0234533287584782
41.4201063820161 0.220536155848506 -0.866391805170212 1 8 0 0.705166925105118 0.130027213547504 0
38.5709559006151 0.095049311285244 -0.251627577800714 0 9 0 0.903446242887225 0.532596072523999 0.675505865365267
21.2251448554685 0.00434685148101088 -0.895869721003516 1 10 1 0.845966849011433 0.430479767509153 0.588236165232956
40.8904069772922 0.150839307107368 -0.66507454871039 1 8 0 0.952126627872638 1.69773458421787 0.359130663331598
30.6669364095666 0.114708524308504 -1.67466525397928 1 10 0 0.680906056130213 2.05767136592002 0.917163731763139
24.1918617608259 0.179148702638897 -0.774438535173061 1 8 1 0.901961885575714 1.57791959624475 1
1.38147386072669 0.0875021377155963 1.86205250939653 0 10 0 0.508565179787591 2.20309448423639 0.691811546916142
9.49706542191561 0.183052573109719 -0.400927508905944 1 10 0 0.857336566230598 1.97765200229094 0.287737973267213
15.4964811889455 0.0789308654493652 0.0843401457393681 1 9 0 0.685120960800727 1.51695948428694 0.296006701188162
26.4817755214404 0.00687509402632713 -1.2253199359586 1 10 0 0.91991833191797 0.445772341078997 1
23.6436907055555 0.0449476317735389 -0.285152182928689 0 9 0 0.885980925997373 -0.0739042990676846 1
27.8496434935601 0.340710502800611 -0.14492279908229 1 8 0 0.873987718048368 1.31572918752346 0.893394282553345
38.8162888305029 0.0523713150178082 0.057244053273487 0 10 1 0.912206508579552 1.33032651297548 0.0831353832036257
6.56047996834386 0.530395804407233 -0.40766814464954 1 9 3 0.757484499377591 0.643149669370014 0.158121168613434
39.3237412830582 0.0638535322338803 -1.5525824568775 1 9 0 0.872787533185329 0.391498234876065 0.940285035641864
31.8181723746471 0.205834246088472 0.85083359371599 1 9 0 0.89982972572476 2.42996916569546 0
27.6062539862702 0.0886565374623627 -0.219376377161226 0 8 0 0.692392711929755 1.69062106127292 0.833756474079564
36.2153685228201 0.00285533060008277 0.565849499438588 1 9 1 0.946497099311362 1.40429650129355 1
1.70851267073303 0.00960674620000646 0.69051995522225 1 6 0 0.981076881700234 -0.296970687732615 0.17085079383105
11.5330607117154 0.259375626676458 -0.0823996610345224 1 12 0 0.968210385058959 1.41792050980877 0.944662600522861
34.4569674650207 0.0694142641150393 1.02435226954049 1 10 0 0.99227075931617 0.226987276501721 0.0669881782960147
27.6432404786116 0.167452319869177 0.255656323866071 1 10 1 0.866643893493631 0.695026896404548 0.58811819460243
13.9111136937514 0.0733826651703566 0.89677581561354 1 9 1 0.973327241163628 2.43124606309992 1
10.2136340341764 0.117588513277348 -0.757001565404498 1 10 0 0.729316335275321 0.98172471582171 0.234548106789589
31.9585710453335 0.0111945151584223 1.11586586445868 1 6 0 0.877089029102694 0.776479181800968 0.0243531314190477
