Ex2 Ex3 Ex4a Ex4b Ex5 Ex6 Ex7 Ex8 Ex9 Ex10
8.02312938807738 2 60 8.25708966816897 0.373121984143523 -11.5639771790144 1 0 0.51131283165887 -0.949197596992964
6.39288228346628 2 74 14.8754808629485 0.592779759173384 2.95630235673665 3 0.282298120041378 2.75838674861006 3.29422134187356
4.15836597023017 3 68 2.83816186548688 0.552571082622785 1.27087813578673 1 0.25718466960825 2.69855373073369 4.20275755861178
6.92650566194407 4 59 18.8264714239897 0.770146734779901 2.14145688769387 6 0 2.79415028169751 2.45941412482908
6.14967981756133 3 50 4.77565513392712 0.577057679640039 0.693095750171446 1 0.231682607601397 3.71901190024801 2.87606267369158
4.50017835827166 2 81 5.86385256194943 0.60944523705458 15.957082831822 4 0 3.0372537416406 2.03627516408348
7.83178622159122 5 66 5.11104752872284 0.477506516348576 0.547002383596433 1 0 4.48538451339118 -2.89664459479951
9.71391459813427 2 58 4.71919514852273 0.799221786169272 2.33272957888717 1 0 0.898963063955307 -2.6638531875895
5.49906254639258 1 60 5.18759982609115 0.690333997684158 0.810256816108749 1 0 3.91938263736665 4.74614673484862
5.98770698928746 0 54 10.0003607131555 0.292160974448132 -3.04595476532463 1 0.137615644256584 2.84384353668429 3.06461167582847
8.53119249568167 2 50 6.24296893665519 0.796455318675611 0.621814054315224 1 0 3.91828404832631 2.20322329612375
7.28404820686959 2 75 5.66179378097333 0.475780440089864 5.90040398713808 2 0.150552595406771 3.41913708951324 4.08496974552582
6.40894792928689 1 55 8.57350351748302 0.478484211764899 -6.46972472154366 1 0 1.00924415979534 3.10273926250612
12.1713334973196 3 67 11.6876196219196 0.803561274752659 3.55104566307051 4 0 3.47590284189209 -2.27403833739189
7.01031130601626 4 73 11.8953053933392 0.249891316100143 -6.40509887079222 1 0 4.05586964450777 -0.0349872742839856
4.42823434634715 5 60 5.66366503341633 0.469232842613406 -1.12928565240274 2 0 0.556683158501983 -2.38816480625298
10.7530678200542 4 66 13.2883100755124 0.243190930151411 0.435500180852197 1 0 1.32103219046257 2.85358306703144
8.2772856452729 1 62 4.45004579447012 0.455875668232137 -4.38880163275857 1 0 0.218268492259085 2.14545528372349
10.4648037567936 4 74 7.31021315334408 0.881117094984451 1.13451435972694 2 0 4.17482357122935 -2.74266743116857
7.45289438452622 4 57 6.88914011361203 0.368943615704997 -115.960115968957 2 0 4.23670644406229 -1.95039262251751
8.1426183497909 1 68 16.3514605926088 0.459643479636777 1.16442069159008 6 0 2.11376377008855 -2.19589353441435
4.31006200001768 4 75 11.7176431345571 0.784926881705864 -0.108014724516219 2 0 4.31921969982795 4.38241367928887
7.74711443595642 4 68 14.0033291642301 0.695262061167005 1.23016159965892 1 0 1.45525938249193 3.43524113897345
10.3047420412408 1 61 10.8011469305487 0.916694892900405 2.58586504647577 2 0 1.68652829248458 3.77950951590896
4.87440131907003 1 51 7.85270953649163 0.817918326614146 8.22477590116378 1 0.0863334109308198 4.42913790233433 1.77926820250843
9.87534303469213 3 71 8.06767120674293 0.7999515871591 2.61120064699759 1 0 2.04968597041443 2.24616071254668
6.06239233362831 4 77 1.75973603935401 0.164812531105686 2.4608701218963 1 0 2.90356206335127 -0.28011642571919
7.5966916941272 3 60 3.90068509402048 0.316588359445212 3.11425436998085 1 0 4.94453201186843 3.49210127210648
5.44363749549324 1 57 15.5557219089182 0.794929936238877 1.73382075559111 1 0 3.02736287936568 -3.20404295952467
5.8710648115084 5 62 7.16086143604192 0.474734059874456 2.90741153923441 1 0 3.68004581541754 3.18355877684678
7.12286503533197 3 61 14.0574007815689 0.67913291836071 -0.074997315677793 2 0 0.431496485834941 -1.08423847374708
